Match ID,Date,Venue,Team1,Team2,Toss winner,Toss decision,Stage,First innings score,First innings wicket,Second innings score,Second innings wicket,Match winner,Won by,Margin,Player of the match,
760,5/5/2019,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,133,7,134,1,Mumbai Indians,Wickets,9,Hardik Pandya,
761,7/5/2019,M. A. Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Playoff,131,4,132,4,Mumbai Indians,Wickets,6,Suryakumar Yadav,
762,8/5/2019,ACA-VDCA Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Playoff,162,8,165,8,Delhi Capitals,Wickets,2,Rishabh Pant,
763,10/5/2019,ACA-VDCA Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Playoff,147,9,151,4,Chennai Super Kings,Wickets,6,Faf du Plessis,
764,12/5/2019,Rajiv Gandhi International Cricket Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Final,149,8,148,7,Mumbai Indians,Runs,1,Jasprit Bumrah,
765,19-09-2020,Sheikh Zayed Cricket Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,162,9,166,5,Chennai Super Kings,Wickets,5,Ambati Rayudu,
766,20-09-2020,Dubai International Cricket Stadium,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,Field,Group,157,8,157,8,Delhi Capitals,Super Over,,Marcus Stoinis,
767,21-09-2020,Dubai International Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,163,5,153,10,Royal Challengers Bangalore,Runs,10,Yuzvendra Chahal,
768,22-09-2020,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,Group,216,7,200,6,Rajasthan Royals,Runs,16,Sanju Samson,
769,23-09-2020,Sheikh Zayed Cricket Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,195,5,146,9,Mumbai Indians,Runs,49,Rohit Sharma,
770,24-09-2020,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,206,3,109,10,Kings XI Punjab,Runs,97,K. L. Rahul,
771,25-09-2020,Dubai International Cricket Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Group,175,3,131,7,Delhi Capitals,Runs,44,Prithvi Shaw,
772,26-09-2020,Sheikh Zayed Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Group,142,4,145,3,Kolkata Knight Riders,Wickets,7,Shubman Gill,
773,27-09-2020,Sharjah Cricket Stadium,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,223,2,226,6,Rajasthan Royals,Wickets,4,Sanju Samson,
774,28-09-2020,Dubai International Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,201,3,201,5,Royal Challengers Bangalore,Super Over,,AB de Villiers,
775,29-09-2020,Sheikh Zayed Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Group,162,4,147,7,Sunrisers Hyderabad,Runs,15,Rashid Khan,
776,30-09-2020,Dubai International Cricket Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,174,6,137,9,Kolkata Knight Riders,Runs,37,Shivam Mavi,
777,1/10/2020,Sheikh Zayed Cricket Stadium,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,191,4,143,8,Mumbai Indians,Runs,48,Kieron Pollard,
778,2/10/2020,Dubai International Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Bat,Group,164,5,157,5,Sunrisers Hyderabad,Runs,7,Priyam Garg,
779,3/10/2020,Sheikh Zayed Cricket Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,154,6,158,2,Royal Challengers Bangalore,Wickets,8,Yuzvendra Chahal,
780,3/10/2020,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,228,4,210,8,Delhi Capitals,Runs,18,Shreyas Iyer,
781,4/10/2020,Sharjah Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,208,5,174,7,Mumbai Indians,Runs,34,Trent Boult,
782,4/10/2020,Dubai International Cricket Stadium,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Bat,Group,178,4,181,0,Chennai Super Kings,Wickets,10,Shane Watson,
783,5/10/2020,Dubai International Cricket Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,196,4,137,9,Delhi Capitals,Runs,59,Axar Patel,
784,6/10/2020,Sheikh Zayed Cricket Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,193,4,136,10,Mumbai Indians,Runs,57,Suryakumar Yadav,
785,7/10/2020,Sheikh Zayed Cricket Stadium,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,167,10,157,5,Kolkata Knight Riders,Runs,10,Rahul Tripathi,
786,8/10/2020,Dubai International Cricket Stadium,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,Bat,Group,201,6,132,10,Sunrisers Hyderabad,Runs,69,Jonny Bairstow,
787,9/10/2020,Sharjah Cricket Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Group,184,8,138,10,Delhi Capitals,Runs,46,Ravichandran Ashwin,
788,10/10/2020,Sheikh Zayed Cricket Stadium,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Bat,Group,164,6,162,5,Kolkata Knight Riders,Runs,2,Dinesh Karthik,
789,10/10/2020,Dubai International Cricket Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,169,4,132,8,Royal Challengers Bangalore,Runs,37,Virat Kohli,
790,11/10/2020,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bat,Group,158,4,163,5,Rajasthan Royals,Wickets,5,Rahul Tewatia,
791,11/10/2020,Sheikh Zayed Cricket Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,Bat,Group,162,4,166,5,Mumbai Indians,Wickets,5,Quinton de Kock,
792,12/10/2020,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,Group,194,2,112,9,Royal Challengers Bangalore,Runs,82,AB de Villiers,
793,13-10-2020,Dubai International Cricket Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,Group,167,6,147,8,Chennai Super Kings,Runs,20,Ravindra Jadeja,
794,14-10-2020,Dubai International Cricket Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Bat,Group,161,7,148,8,Delhi Capitals,Runs,13,Anrich Nortje,
795,15-10-2020,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Bat,Group,171,6,177,2,Kings XI Punjab,Wickets,8,K. L. Rahul,
796,16-10-2020,Sheikh Zayed Cricket Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Bat,Group,148,5,149,2,Mumbai Indians,Wickets,8,Quinton de Kock,
797,17-10-2020,Dubai International Cricket Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,177,6,179,3,Royal Challengers Bangalore,Wickets,7,AB de Villiers,
798,17-10-2020,Sharjah Cricket Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,Group,179,4,185,5,Delhi Capitals,Wickets,5,Shikhar Dhawan,
799,18-10-2020,Sheikh Zayed Cricket Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,163,5,163,6,Kolkata Knight Riders,Super Over,,Lockie Ferguson,
800,18-10-2020,Dubai International Cricket Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,176,6,176,6,Kings XI Punjab,Super Over,,K. L. Rahul,
801,19-10-2020,Sheikh Zayed Cricket Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,125,5,126,3,Rajasthan Royals,Wickets,7,Jos Buttler,
802,20-10-2020,Dubai International Cricket Stadium,Delhi Capitals,Kings XI Punjab,Delhi Capitals,Bat,Group,164,5,167,5,Kings XI Punjab,Wickets,5,Shikhar Dhawan,
803,21-10-2020,Sheikh Zayed Cricket Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Bat,Group,84,8,85,2,Royal Challengers Bangalore,Wickets,8,Mohammed Siraj,
804,22-10-2020,Dubai International Cricket Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,154,6,156,2,Sunrisers Hyderabad,Wickets,8,Manish Pandey,
805,23-10-2020,Sharjah Cricket Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,114,9,116,0,Mumbai Indians,Wickets,10,Trent Boult,
806,24-10-2020,Sheikh Zayed Cricket Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Group,194,6,135,9,Kolkata Knight Riders,Runs,59,Varun Chakravarthy,
807,24-10-2020,Dubai International Cricket Stadium,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,126,7,114,10,Kings XI Punjab,Runs,12,Chris Jordan,
808,25-10-2020,Dubai International Cricket Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,145,6,150,2,Chennai Super Kings,Wickets,8,Ruturaj Gaikwad,
809,25-10-2020,Sheikh Zayed Cricket Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,195,5,196,2,Rajasthan Royals,Wickets,8,Ben Stokes,
810,26-10-2020,Sharjah Cricket Stadium,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,149,9,150,2,Kings XI Punjab,Wickets,8,Chris Gayle,
811,27-10-2020,Dubai International Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Group,219,2,131,10,Sunrisers Hyderabad,Runs,88,Wriddhiman Saha,
812,28-10-2020,Sheikh Zayed Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,164,6,166,5,Mumbai Indians,Wickets,5,Suryakumar Yadav,
813,29-10-2020,Dubai International Cricket Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Group,172,5,178,4,Chennai Super Kings,Wickets,6,Ruturaj Gaikwad,
814,30-10-2020,Sheikh Zayed Cricket Stadium,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,185,4,186,3,Rajasthan Royals,Wickets,7,Ben Stokes,
815,31-10-2020,Dubai International Cricket Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Group,110,9,111,1,Mumbai Indians,Wickets,9,Ishan Kishan,
816,31-10-2020,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,120,7,121,5,Sunrisers Hyderabad,Wickets,5,Sandeep Sharma,
817,1/11/2020,Sheikh Zayed Cricket Stadium,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Field,Group,153,6,154,1,Chennai Super Kings,Wickets,9,Ruturaj Gaikwad,
818,1/11/2020,Dubai International Cricket Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,191,7,131,9,Kolkata Knight Riders,Runs,60,Pat Cummins,
819,2/11/2020,Sheikh Zayed Cricket Stadium,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Field,Group,152,7,154,4,Delhi Capitals,Wickets,6,Anrich Nortje,
820,3/11/2020,Sharjah Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,149,8,151,0,Sunrisers Hyderabad,Wickets,10,Shahbaz Nadeem,
821,5/11/2020,Dubai International Cricket Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Playoff,200,5,143,8,Mumbai Indians,Runs,57,Jasprit Bumrah,
822,6/11/2020,Sheikh Zayed Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Playoff,131,7,132,4,Sunrisers Hyderabad,Wickets,6,Kane Williamson,
823,8/11/2020,Sheikh Zayed Cricket Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Bat,Playoff,189,3,172,8,Delhi Capitals,Runs,17,Marcus Stoinis,
824,10/11/2020,Dubai International Cricket Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,Bat,Final,156,7,157,5,Mumbai Indians,Wickets,5,Trent Boult,
825,9/4/2021,M. A. Chidambaram Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,159,9,160,8,Royal Challengers Bangalore,Wickets,2,Harshal Patel,
826,10/4/2021,Wankhede Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Group,188,7,190,3,Delhi Capitals,Wickets,7,Shikhar Dhawan,
827,11/4/2021,M. A. Chidambaram Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,187,6,177,5,Kolkata Knight Riders,Runs,10,Nitish Rana,
828,12/4/2021,Wankhede Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,221,6,217,7,Punjab Kings,Runs,4,Sanju Samson,
829,13-04-2021,M. A. Chidambaram Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,152,10,142,7,Mumbai Indians,Runs,10,Rahul Chahar,
830,14-04-2021,M. A. Chidambaram Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,149,8,143,9,Royal Challengers Bangalore,Runs,6,Glenn Maxwell,
831,15-04-2021,Wankhede Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Group,147,8,150,7,Rajasthan Royals,Wickets,3,Jaydev Unadkat,
832,16-04-2021,Wankhede Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Group,106,8,107,4,Chennai Super Kings,Wickets,6,Deepak Chahar,
833,17-04-2021,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,150,5,137,10,Mumbai Indians,Runs,13,Kieron Pollard,
834,18-04-2021,M. A. Chidambaram Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,Group,204,4,166,8,Royal Challengers Bangalore,Runs,38,AB de Villiers,
835,18-04-2021,Wankhede Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Group,195,4,198,4,Delhi Capitals,Wickets,6,Shikhar Dhawan,
836,19-04-2021,Wankhede Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,188,9,143,9,Chennai Super Kings,Runs,45,Moeen Ali,
837,20-04-2021,M. A. Chidambaram Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,Bat,Group,137,9,138,4,Delhi Capitals,Wickets,6,Amit Mishra,
838,21-04-2021,M. A. Chidambaram Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Bat,Group,120,10,121,1,Sunrisers Hyderabad,Wickets,9,Jonny Bairstow,
839,21-04-2021,Wankhede Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,220,3,202,10,Chennai Super Kings,Runs,18,Faf du Plessis,
840,22-04-2021,Wankhede Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,177,9,181,0,Royal Challengers Bangalore,Wickets,10,Devdutt Padikkal,
841,23-04-2021,M. A. Chidambaram Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,Field,Group,131,6,132,1,Punjab Kings,Wickets,9,K. L. Rahul,
842,24-04-2021,Wankhede Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,133,9,134,4,Rajasthan Royals,Wickets,6,Chris Morris,
843,25-04-2021,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,191,4,122,9,Chennai Super Kings,Runs,69,Ravindra Jadeja,
844,25-04-2021,M. A. Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Bat,Group,159,4,159,7,Delhi Capitals,Super Over,,Prithvi Shaw,
845,26-04-2021,Narendra Modi Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,123,9,126,5,Kolkata Knight Riders,Wickets,5,Eoin Morgan,
846,27-04-2021,Narendra Modi Stadium,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Field,Group,171,5,170,4,Royal Challengers Bangalore,Runs,1,AB de Villiers,
847,28-04-2021,Arun Jaitley Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Bat,Group,171,3,173,3,Chennai Super Kings,Wickets,7,Ruturaj Gaikwad,
848,29-04-2021,Arun Jaitley Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,171,4,172,3,Mumbai Indians,Wickets,7,Quinton de Kock,
849,29-04-2021,Narendra Modi Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Group,154,6,156,3,Delhi Capitals,Wickets,7,Prithvi Shaw,
850,30-04-2021,Narendra Modi Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,179,5,145,8,Punjab Kings,Runs,34,Harpreet Brar,
851,1/5/2021,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,218,4,219,6,Mumbai Indians,Wickets,4,Kieron Pollard,
852,2/5/2021,Arun Jaitley Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,220,3,165,8,Rajasthan Royals,Runs,55,Jos Buttler,
853,2/5/2021,Narendra Modi Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Group,166,6,167,3,Delhi Capitals,Wickets,7,Mayank Agarwal,
854,19-09-2021,Dubai International Cricket Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Group,156,6,136,8,Chennai Super Kings,Runs,20,Ruturaj Gaikwad,
855,20-09-2021,Sheikh Zayed Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,Group,92,10,94,1,Kolkata Knight Riders,Wickets,9,Varun Chakravarthy,
856,21-09-2021,Dubai International Cricket Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,Field,Group,185,10,183,4,Rajasthan Royals,Runs,2,Kartik Tyagi,
857,22-09-2021,Dubai International Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Bat,Group,134,9,139,2,Delhi Capitals,Wickets,8,Anrich Nortje,
858,23-09-2021,Sheikh Zayed Cricket Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,155,6,159,3,Kolkata Knight Riders,Wickets,7,Sunil Narine,
859,24-09-2021,Sharjah Cricket Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,156,6,157,4,Chennai Super Kings,Wickets,6,Dwayne Bravo,
860,25-09-2021,Sheikh Zayed Cricket Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Group,154,6,121,6,Delhi Capitals,Runs,33,Shreyas Iyer,
861,25-09-2021,Sharjah Cricket Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,125,7,120,7,Punjab Kings,Runs,5,Jason Holder,
862,26-09-2021,Sheikh Zayed Cricket Stadium,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,171,6,172,8,Chennai Super Kings,Wickets,2,Ravindra Jadeja,
863,26-09-2021,Dubai International Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,165,6,111,10,Royal Challengers Bangalore,Runs,54,Glenn Maxwell,
864,27-09-2021,Dubai International Cricket Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Bat,Group,164,5,167,3,Sunrisers Hyderabad,Wickets,7,Jason Roy,
865,28-09-2021,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,127,9,130,7,Kolkata Knight Riders,Wickets,3,Sunil Narine,
866,28-09-2021,Sheikh Zayed Cricket Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Group,135,6,137,4,Mumbai Indians,Wickets,6,Kieron Pollard,
867,29-09-2021,Dubai International Cricket Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,149,9,153,3,Royal Challengers Bangalore,Wickets,7,Yuzvendra Chahal,
868,30-09-2021,Sharjah Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Group,134,7,139,4,Chennai Super Kings,Wickets,6,Josh Hazlewood,
869,1/10/2021,Dubai International Cricket Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Field,Group,165,7,168,5,Punjab Kings,Wickets,5,K. L. Rahul,
870,2/10/2021,Sharjah Cricket Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Group,129,8,132,6,Delhi Capitals,Wickets,4,Axar Patel,
871,2/10/2021,Sheikh Zayed Cricket Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,189,4,190,3,Rajasthan Royals,Wickets,7,Ruturaj Gaikwad,
872,3/10/2021,Sharjah Cricket Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Bat,Group,164,7,158,6,Royal Challengers Bangalore,Runs,6,Glenn Maxwell,
873,3/10/2021,Dubai International Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Group,115,8,119,4,Kolkata Knight Riders,Wickets,6,Shubman Gill,
874,4/10/2021,Dubai International Cricket Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Group,136,5,139,7,Delhi Capitals,Wickets,3,Axar Patel,
875,5/10/2021,Sharjah Cricket Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,90,9,94,2,Mumbai Indians,Wickets,8,Nathan Coulter-Nile,
876,6/10/2021,Sheikh Zayed Cricket Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,141,7,137,6,Sunrisers Hyderabad,Runs,4,Kane Williamson,
877,7/10/2021,Dubai International Cricket Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,Field,Group,134,6,139,4,Punjab Kings,Wickets,6,K. L. Rahul,
878,7/10/2021,Sharjah Cricket Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,171,4,85,10,Kolkata Knight Riders,Runs,86,Shivam Mavi,
879,8/10/2021,Sheikh Zayed Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,235,9,193,8,Mumbai Indians,Runs,42,Ishan Kishan,
880,8/10/2021,Dubai International Cricket Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,164,5,166,3,Royal Challengers Bangalore,Wickets,7,K. S. Bharat,
881,10/10/2021,Dubai International Cricket Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Playoff,172,5,173,6,Chennai Super Kings,Wickets,4,Ruturaj Gaikwad,
882,11/10/2021,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,Playoff,138,7,139,6,Kolkata Knight Riders,Wickets,4,Sunil Narine,
883,13-10-2021,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Playoff,135,5,136,7,Kolkata Knight Riders,Wickets,3,Venkatesh Iyer,
884,15-10-2021,Dubai International Cricket Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Final,192,3,165,9,Chennai Super Kings,Runs,27,Faf du Plessis,
885,26-03-2022,Wankhede Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,131,5,133,4,Kolkata Knight Riders,Wickets,6,Umesh Yadav,
886,27-03-2022,Brabourne Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Group,177,5,179,6,Delhi Capitals,Wickets,4,Kuldeep Yadav,
887,27-03-2022,DY Patil Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Field,Group,205,2,208,5,Punjab Kings,Wickets,5,Odean Smith,
888,28-03-2022,Wankhede Stadium,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Field,Group,158,6,161,5,Gujarat Titans,Wickets,5,Mohammed Shami,
889,29-03-2022,MCA International Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,210,6,149,7,Rajasthan Royals,Runs,61,Sanju Samson,
890,30-03-2022,DY Patil Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,128,10,132,7,Royal Challengers Bangalore,Wickets,3,Wanindu Hasaranga,
891,31-03-2022,Brabourne Stadium,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Field,Group,210,7,211,4,Lucknow Super Giants,Wickets,6,Evin Lewis,
892,1/4/2022,Wankhede Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,137,10,141,4,Kolkata Knight Riders,Wickets,6,Umesh Yadav,
893,2/4/2022,DY Patil Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,193,8,170,8,Rajasthan Royals,Runs,23,Jos Buttler,
894,2/4/2022,MCA International Stadium,Gujarat Titans,Delhi Capitals,Delhi Capitals,Field,Group,171,6,157,9,Gujarat Titans,Runs,14,Lockie Ferguson,
895,3/4/2022,Brabourne Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Group,180,8,126,10,Punjab Kings,Runs,54,Liam Livingstone,
896,4/4/2022,DY Patil Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,169,7,157,9,Lucknow Super Giants,Runs,12,Avesh Khan,
897,5/4/2022,Wankhede Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,169,3,173,6,Royal Challengers Bangalore,Wickets,4,Dinesh Karthik,
898,6/4/2022,MCA International Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,161,4,162,5,Kolkata Knight Riders,Wickets,5,Pat Cummins,
899,7/4/2022,DY Patil Stadium,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,Field,Group,149,3,155,4,Lucknow Super Giants,Wickets,6,Quinton de Kock,
900,8/4/2022,Brabourne Stadium,Punjab Kings,Gujarat Titans,Gujarat Titans,Field,Group,189,9,190,4,Gujarat Titans,Wickets,6,Shubman Gill,
901,9/4/2022,DY Patil Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,154,7,155,2,Sunrisers Hyderabad,Wickets,8,Abhishek Sharma,
902,9/4/2022,MCA International Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,151,6,152,3,Royal Challengers Bangalore,Wickets,7,Anuj Rawat,
