Match ID,Date,Venue,Team1,Team2,Toss winner,Toss decision,Stage,First innings score,First innings wicket,Second innings score,Second innings wicket,Match winner,Won by,Margin,Player of the match,
1,18-Apr-08,M. Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,222,3,82,10,Kolkata Knight Riders,Runs,140,Brendon McCullum,
2,19-Apr-08,Punjab Cricket Association Stadium,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Bat,Group,240,5,207,4,Chennai Super Kings,Runs,33,Michael Hussey,
3,19-Apr-08,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,Bat,Group,129,8,132,1,Delhi Daredevils,Wickets,9,Farveez Maharoof,
4,20-Apr-08,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,Bat,Group,110,10,112,5,Kolkata Knight Riders,Wickets,5,David Hussey,
5,20-Apr-08,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Bat,Group,165,6,166,5,Royal Challengers Bangalore,Wickets,5,Mark Boucher,
6,21-Apr-08,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,Bat,Group,166,8,168,4,Rajasthan Royals,Wickets,6,Shane Watson,
7,22-Apr-08,Rajiv Gandhi International Cricket Stadium,Deccan Chargers,Delhi Daredevils,Deccan Chargers,Bat,Group,142,8,143,1,Delhi Daredevils,Wickets,9,Virender Sehwag,
8,23-Apr-08,M. A Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,208,5,202,7,Chennai Super Kings,Runs,6,Matthew Hayden,
9,24-Apr-08,Rajiv Gandhi International Cricket Stadium,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,Field,Group,214,5,217,7,Rajasthan Royals,Wickets,3,Yusuf Pathan,
10,25-Apr-08,Punjab Cricket Association Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,182,10,116,9,Kings XI Punjab,Runs,66,Kumar Sangakkara,
11,26-Apr-08,M. A Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,147,9,152,1,Chennai Super Kings,Wickets,9,Jacob Oram,
12,26-Apr-08,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Group,135,8,138,3,Rajasthan Royals,Wickets,7,Shane Watson,
13,27-Apr-08,Punjab Cricket Association Stadium,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Bat,Group,158,8,162,6,Kings XI Punjab,Wickets,4,Simon Katich,
14,27-Apr-08,DY Patil Stadium,Mumbai Indians,Deccan Chargers,Deccan Chargers,Field,Group,154,7,155,0,Deccan Chargers,Wickets,10,Adam Gilchrist,
15,28-Apr-08,M. Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,178,5,165,10,Chennai Super Kings,Runs,13,Mahendra Singh Dhoni,
16,29-Apr-08,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Bat,Group,137,8,138,3,Mumbai Indians,Wickets,7,Sanath Jayasuriya,
17,30-Apr-08,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,191,5,181,5,Delhi Daredevils,Runs,10,Glenn McGrath,
18,1-May-08,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Group,196,7,151,10,Rajasthan Royals,Runs,45,Swapnil Asnodkar,
19,1-May-08,Rajiv Gandhi International Cricket Stadium,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,Field,Group,164,8,167,3,Kings XI Punjab,Wickets,7,Shaun Marsh,
20,2-May-08,M. A Chidambaram Stadium,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Bat,Group,169,6,172,2,Delhi Daredevils,Wickets,8,Virender Sehwag,
21,3-May-08,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,Field,Group,156,8,153,6,Royal Challengers Bangalore,Runs,3,Praveen Kumar,
22,3-May-08,Punjab Cricket Association Stadium,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Bat,Group,178,6,169,6,Kings XI Punjab,Runs,9,Irfan Pathan,
23,4-May-08,DY Patil Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,162,8,133,10,Mumbai Indians,Runs,29,Shaun Pollock,
24,4-May-08,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,109,10,110,2,Rajasthan Royals,Wickets,8,Sohail Tanvir,
25,5-May-08,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,126,10,127,4,Kings XI Punjab,Wickets,6,Sreesanth,
26,6-May-08,M. A Chidambaram Stadium,Chennai Super Kings,Deccan Chargers,Deccan Chargers,Field,Group,144,7,148,3,Deccan Chargers,Wickets,7,Adam Gilchrist,
27,7-May-08,DY Patil Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,103,10,104,3,Mumbai Indians,Wickets,7,Ashish Nehra,
28,8-May-08,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,Field,Group,187,5,188,6,Chennai Super Kings,Wickets,4,Mahendra Singh Dhoni,
29,8-May-08,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Bat,Group,129,7,124,4,Kolkata Knight Riders,Runs,5,Sourav Ganguly,
30,9-May-08,Sawai Mansingh Stadium,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,Field,Group,140,8,141,2,Rajasthan Royals,Wickets,8,Yusuf Pathan,
31,10-May-08,M. A Chidambaram Stadium,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,Field,Group,181,4,163,9,Chennai Super Kings,Runs,18,Lakshmipathy Balaji,
32,11-May-08,Rajiv Gandhi International Cricket Stadium,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Bat,Group,204,4,181,7,Kolkata Knight Riders,Runs,23,Sourav Ganguly,
33,11-May-08,Sawai Mansingh Stadium,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,Field,Group,156,7,159,7,Rajasthan Royals,Wickets,3,Shane Watson,
34,12-May-08,Punjab Cricket Association Stadium,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Bat,Group,143,8,144,1,Kings XI Punjab,Wickets,9,Shaun Marsh,
35,13-May-08,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Bat,Group,133,6,110,10,Kolkata Knight Riders,Runs,23,Shoaib Akhtar,
36,14-May-08,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,156,6,158,1,Mumbai Indians,Wickets,9,Sanath Jayasuriya,
37,15-May-08,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,Deccan Chargers,Field,Group,194,4,182,9,Delhi Daredevils,Runs,12,Amit Mishra,
38,16-May-08,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,67,10,68,2,Mumbai Indians,Wickets,8,Shaun Pollock,
39,17-May-08,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,197,1,132,9,Rajasthan Royals,Runs,65,Graeme Smith,
40,17-May-08,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Bat,Group,118,4,94,3,Kings XI Punjab,Runs,6,Mahela Jayawardene,
41,18-May-08,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,149,5,55,0,Chennai Super Kings,Runs,3,Makhaya Ntini,
42,18-May-08,Rajiv Gandhi International Cricket Stadium,Mumbai Indians,Deccan Chargers,Deccan Chargers,Field,Group,178,7,153,7,Mumbai Indians,Runs,25,Dwayne Bravo,
43,19-May-08,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,Field,Group,154,7,158,5,Delhi Daredevils,Wickets,5,Shreevats Goswami,
44,20-May-08,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,147,8,150,4,Rajasthan Royals,Wickets,6,Yusuf Pathan,
45,21-May-08,Wankhede Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,189,4,188,10,Kings XI Punjab,Runs,1,Shaun Marsh,
46,21-May-08,M. A Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,126,8,112,8,Royal Challengers Bangalore,Runs,14,Anil Kumble,
47,22-May-08,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,NULL,
48,23-May-08,Punjab Cricket Association Stadium,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,NULL,Group,175,4,178,4,Kings XI Punjab,Wickets,6,Shaun Marsh,
49,24-May-08,M. A Chidambaram Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,NULL,Group,211,5,201,7,Rajasthan Royals,Runs,10,Albie Morkel,
50,24-May-08,Feroz Shah Kotla,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,NULL,Group,176,8,179,5,Delhi Daredevils,Wickets,5,Dinesh Karthik,
51,25-May-08,Rajiv Gandhi International Cricket Stadium,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,NULL,Group,165,10,171,5,Royal Challengers Bangalore,Wickets,5,Vinay Kumar,
52,25-May-08,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,NULL,Group,174,6,175,7,Kolkata Knight Riders,Wickets,3,Umar Gul,
53,26-May-08,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,NULL,Group,145,7,146,5,Rajasthan Royals,Wickets,5,Sohail Tanvir,
54,27-May-08,Rajiv Gandhi International Cricket Stadium,Deccan Chargers,Chennai Super Kings,Deccan Chargers,Bat,Group,147,8,148,3,Chennai Super Kings,Wickets,7,Suresh Raina,
55,28-May-08,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,122,9,126,1,Mumbai Indians,Wickets,9,Dilhara Fernando,
56,28-May-08,Punjab Cricket Association Stadium,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,221,3,180,7,Kings XI Punjab,Runs,41,Shaun Marsh,
57,30-May-08,Wankhede Stadium,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,Field,Playoff,192,9,87,10,Rajasthan Royals,Runs,105,Shane Watson,
58,31-May-08,Wankhede Stadium,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Bat,Playoff,112,8,116,1,Chennai Super Kings,Wickets,9,Makhaya Ntini,
59,1-Jun-08,DY Patil Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Final,163,5,164,7,Rajasthan Royals,Wickets,3,Yusuf Pathan,
60,18-Apr-09,Newlands,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,165,7,146,7,Mumbai Indians,Runs,19,Sachin Tendulkar,
61,18-Apr-09,Newlands,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Bat,Group,133,8,58,10,Royal Challengers Bangalore,Runs,75,Rahul Dravid,
62,19-Apr-09,Newlands,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,104,7,58,0,Delhi Daredevils,Wickets,10,Daniel Vettori,
63,19-Apr-09,Newlands,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Bat,Group,101,10,104,2,Deccan Chargers,Wickets,8,R. P. Singh,
64,20-Apr-09,St George's Park,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,179,5,87,10,Chennai Super Kings,Runs,92,Muttiah Muralitharan,
65,21-Apr-09,Kingsmead,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,158,6,79,1,Kolkata Knight Riders,Runs,11,Chris Gayle,
66,21-Apr-09,Kingsmead,Rajasthan Royals,Mumbai Indians,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,NULL,
67,22-Apr-09,Newlands,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,Bat,Group,184,6,160,8,Deccan Chargers,Runs,24,Adam Gilchrist,
68,23-Apr-09,Kingsmead,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,Bat,Group,189,5,180,9,Delhi Daredevils,Runs,9,AB de Villiers,
69,23-Apr-09,Newlands,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,150,6,150,8,Rajasthan Royals,Super Over,,Yusuf Pathan,
70,24-Apr-09,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Bat,Group,168,9,173,3,Kings XI Punjab,Wickets,7,Ravi Bopara,
71,25-Apr-09,Kingsmead,Deccan Chargers,Mumbai Indians,Deccan Chargers,Bat,Group,168,9,156,7,Deccan Chargers,Runs,12,Pragyan Ojha,
72,25-Apr-09,Newlands,Chennai Super Kings,Kolkata Knight Riders,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,NULL,
73,26-Apr-09,St George's Park,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Bat,Group,149,7,153,4,Delhi Daredevils,Wickets,6,Tillakaratne Dilshan,
74,26-Apr-09,Newlands,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,Bat,Group,139,6,112,7,Kings XI Punjab,Runs,27,Kumar Sangakkara,
75,27-Apr-09,Kingsmead,Chennai Super Kings,Deccan Chargers,Deccan Chargers,Field,Group,165,6,169,4,Deccan Chargers,Wickets,6,Herschelle Gibbs,
76,27-Apr-09,St George's Park,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Bat,Group,187,6,95,10,Mumbai Indians,Runs,92,Sachin Tendulkar,
77,28-Apr-09,SuperSport Park,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Bat,Group,143,7,147,5,Rajasthan Royals,Wickets,5,Yusuf Pathan,
78,29-Apr-09,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Bat,Group,139,6,143,5,Royal Challengers Bangalore,Wickets,5,Mark Boucher,
79,29-Apr-09,Kingsmead,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,Bat,Group,119,8,116,7,Kings XI Punjab,Runs,3,Kumar Sangakkara,
80,30-Apr-09,SuperSport Park,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,Field,Group,148,9,150,4,Delhi Daredevils,Wickets,6,Dirk Nannes,
81,30-Apr-09,SuperSport Park,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,164,5,126,10,Chennai Super Kings,Runs,38,Suresh Raina,
82,1-May-09,Buffalo Park,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Bat,Group,148,6,139,6,Mumbai Indians,Runs,9,Jean - Paul Duminy,
83,1-May-09,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Bat,Group,145,9,137,7,Royal Challengers Bangalore,Runs,8,Yuvraj Singh,
84,2-May-09,St George's Park,Deccan Chargers,Rajasthan Royals,Deccan Chargers,Bat,Group,141,5,142,7,Rajasthan Royals,Wickets,3,Yusuf Pathan,
85,2-May-09,New Wanderers Stadium,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,Field,Group,163,10,145,8,Chennai Super Kings,Runs,18,Shadab Jakati,
86,3-May-09,St George's Park,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Bat,Group,153,3,154,4,Kings XI Punjab,Wickets,6,Mahela Jayawardene,
87,3-May-09,New Wanderers Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Bat,Group,149,4,150,1,Royal Challengers Bangalore,Wickets,9,Jacques Kallis,
88,4-May-09,Buffalo Park,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bat,Group,178,3,100,10,Chennai Super Kings,Runs,78,Mahendra Singh Dhoni,
89,5-May-09,Kingsmead,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,Field,Group,211,4,133,8,Rajasthan Royals,Runs,78,Graeme Smith,
90,5-May-09,Kingsmead,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Bat,Group,154,3,157,1,Delhi Daredevils,Wickets,9,Gautam Gambhir,
91,6-May-09,SuperSport Park,Deccan Chargers,Mumbai Indians,Deccan Chargers,Bat,Group,145,6,126,8,Deccan Chargers,Runs,19,Rohit Sharma,
92,7-May-09,SuperSport Park,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Group,105,10,107,3,Rajasthan Royals,Wickets,7,Amit Singh,
93,7-May-09,SuperSport Park,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Bat,Group,185,3,174,3,Chennai Super Kings,Runs,12,Matthew Hayden,
94,8-May-09,Buffalo Park,Mumbai Indians,Delhi Daredevils,Mumbai Indians,Bat,Group,116,10,118,3,Delhi Daredevils,Wickets,7,Ashish Nehra,
95,9-May-09,De Beers Diamond Oval,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,Field,Group,168,5,169,7,Kings XI Punjab,Wickets,3,Mahela Jayawardene,
96,9-May-09,De Beers Diamond Oval,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Bat,Group,141,3,140,7,Chennai Super Kings,Wickets,7,S. Badrinath,
97,10-May-09,St George's Park,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Bat,Group,157,2,141,7,Mumbai Indians,Runs,16,Jean - Paul Duminy,
98,10-May-09,New Wanderers Stadium,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,Field,Group,123,8,125,3,Delhi Daredevils,Wickets,7,Amit Mishra,
99,11-May-09,De Beers Diamond Oval,Deccan Chargers,Rajasthan Royals,Deccan Chargers,Bat,Group,166,7,113,10,Deccan Chargers,Runs,53,Dwayne Smith,
100,12-May-09,SuperSport Park,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Field,Group,176,4,173,4,Royal Challengers Bangalore,Wickets,6,Ross Taylor,
101,12-May-09,SuperSport Park,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Bat,Group,122,2,199,9,Mumbai Indians,Wickets,8,Harbhajan Singh,
102,13-May-09,Kingsmead,Delhi Daredevils,Deccan Chargers,Deccan Chargers,Field,Group,173,7,161,10,Delhi Daredevils,Runs,12,Rajat Bhatia,
103,14-May-09,Kingsmead,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,129,10,132,8,Royal Challengers Bangalore,Wickets,2,Ross Taylor,
104,14-May-09,Kingsmead,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Bat,Group,145,7,143,10,Rajasthan Royals,Runs,2,Shane Warne,
105,15-May-09,OUTsurance Oval,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Field,Group,120,9,123,4,Kings XI Punjab,Wickets,6,Brett Lee,
106,16-May-09,St George's Park,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Group,147,5,151,3,Chennai Super Kings,Wickets,7,Matthew Hayden,
107,16-May-09,New Wanderers Stadium,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,Field,Group,160,5,166,4,Deccan Chargers,Wickets,6,Rohit Sharma,
108,17-May-09,New Wanderers Stadium,Kings XI Punjab,Deccan Chargers,Deccan Chargers,Field,Group,134,7,133,8,Kings XI Punjab,Runs,1,Yuvraj Singh,
109,17-May-09,OUTsurance Oval,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Bat,Group,150,3,136,9,Delhi Daredevils,Runs,14,AB de Villiers,
110,18-May-09,SuperSport Park,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Group,188,3,189,3,Kolkata Knight Riders,Wickets,7,Brad Hodge,
111,19-May-09,New Wanderers Stadium,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,Bat,Group,134,7,135,3,Royal Challengers Bangalore,Wickets,7,Jacques Kallis,
112,20-May-09,Kingsmead,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,101,9,102,6,Kolkata Knight Riders,Wickets,4,Laxmi Ratan Shukla,
113,20-May-09,Kingsmead,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Bat,Group,116,9,92,8,Chennai Super Kings,Runs,24,Muttiah Muralitharan,
114,21-May-09,SuperSport Park,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,165,8,166,6,Delhi Daredevils,Wickets,4,Virender Sehwag,
115,21-May-09,SuperSport Park,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,Bat,Group,170,4,158,6,Royal Challengers Bangalore,Runs,12,Manish Pandey,
116,22-May-09,SuperSport Park,Delhi Daredevils,Deccan Chargers,Deccan Chargers,Field,Playoff,153,8,154,4,Deccan Chargers,Wickets,6,Adam Gilchrist,
117,23-May-09,New Wanderers Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Playoff,146,6,149,4,Royal Challengers Bangalore,Wickets,6,Manish Pandey,
118,24-May-09,New Wanderers Stadium,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Final,143,6,137,9,Deccan Chargers,Runs,6,Anil Kumble,
119,12-Mar-10,DY Patil Stadium,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,Field,Group,161,4,150,7,Kolkata Knight Riders,Runs,11,Angelo Mathews,
120,13-Mar-10,Brabourne Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,212,6,208,7,Mumbai Indians,Runs,4,Yusuf Pathan,
121,13-Mar-10,Punjab Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,142,9,146,5,Delhi Daredevils,Wickets,5,Gautam Gambhir,
122,14-Mar-10,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,135,7,136,3,Kolkata Knight Riders,Wickets,7,Manoj Tiwary,
123,14-Mar-10,M. A. Chidambaram Stadium,Deccan Chargers,Chennai Super Kings,Deccan Chargers,Bat,Group,190,4,159,9,Deccan Chargers,Runs,31,Chaminda Vaas,
124,15-Mar-10,Sardar Patel Stadium,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,Field,Group,141,6,142,4,Delhi Daredevils,Wickets,6,Virender Sehwag,
125,16-Mar-10,M. Chinnaswamy Stadium,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Bat,Group,203,3,204,2,Royal Challengers Bangalore,Wickets,8,Jacques Kallis,
126,16-Mar-10,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Group,164,3,109,10,Chennai Super Kings,Runs,55,Mahendra Singh Dhoni,
127,17-Mar-10,Feroz Shah Kotla,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,218,7,120,10,Mumbai Indians,Runs,98,Sachin Tendulkar,
128,18-Mar-10,M. Chinnaswamy Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,92,10,93,0,Royal Challengers Bangalore,Wickets,10,Jacques Kallis,
129,19-Mar-10,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,Bat,Group,185,6,190,5,Chennai Super Kings,Wickets,5,Mathew Hayden,
130,19-Mar-10,Barabati Stadium,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,Field,Group,170,7,164,8,Deccan Chargers,Runs,6,Andrew Symonds,
131,20-Mar-10,Sardar Patel Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Group,168,7,134,5,Rajasthan Royals,Runs,34,Abhishek Jhunjhunwala,
132,20-Mar-10,Brabourne Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Bat,Group,151,9,155,3,Royal Challengers Bangalore,Wickets,7,Jacques Kallis,
133,21-Mar-10,Barabati Stadium,Deccan Chargers,Delhi Daredevils,Deccan Chargers,Bat,Group,171,6,161,9,Deccan Chargers,Runs,10,Andrew Symonds,
134,21-Mar-10,M. A. Chidambaram Stadium,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Field,Group,136,8,136,7,Kings XI Punjab,Super Over,,Juan Theron,
135,22-Mar-10,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Bat,Group,155,3,156,3,Mumbai Indians,Wickets,7,Sachin Tendulkar,
136,23-Mar-10,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,171,5,135,7,Royal Challengers Bangalore,Runs,36,Robin Uthappa,
137,24-Mar-10,Punjab Cricket Association Stadium,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,Field,Group,183,5,152,10,Rajasthan Royals,Runs,31,Adam Voges,
138,25-Mar-10,M. Chinnaswamy Stadium,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,183,4,166,9,Delhi Daredevils,Runs,17,Kedar Jadhav,
139,25-Mar-10,Brabourne Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,180,2,181,5,Mumbai Indians,Wickets,5,Sachin Tendulkar,
140,26-Mar-10,Sardar Patel Stadium,Deccan Chargers,Rajasthan Royals,Deccan Chargers,Bat,Group,148,9,151,2,Rajasthan Royals,Wickets,8,Yusuf Pathan,
141,27-Mar-10,Punjab Cricket Association Stadium,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Bat,Group,183,5,144,6,Kolkata Knight Riders,Runs,39,Manoj Tiwary,
142,28-Mar-10,Sardar Patel Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat,Group,177,8,160,6,Rajasthan Royals,Runs,17,Naman Ojha,
143,28-Mar-10,DY Patil Stadium,Mumbai Indians,Deccan Chargers,Deccan Chargers,Field,Group,172,7,131,10,Mumbai Indians,Runs,41,Harbhajan Singh,
144,29-Mar-10,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,Bat,Group,177,4,137,9,Delhi Daredevils,Runs,40,David Warner,
145,30-Mar-10,Brabourne Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,163,10,164,6,Mumbai Indians,Wickets,4,Lasith Malinga,
146,31-Mar-10,M. A. Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,161,4,162,5,Chennai Super Kings,Wickets,5,Murali Vijay,
147,31-Mar-10,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Bat,Group,188,6,121,10,Delhi Daredevils,Runs,67,Dinesh Karthik,
148,1-Apr-10,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Bat,Group,181,6,157,5,Kolkata Knight Riders,Runs,24,Sourav Ganguly,
149,2-Apr-10,Punjab Cricket Association Stadium,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Bat,Group,181,5,184,4,Royal Challengers Bangalore,Wickets,6,Kevin Pietersen,
150,3-Apr-10,M. A. Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,246,5,223,5,Chennai Super Kings,Runs,23,Murali Vijay,
